"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","ORtg","DRtg","Yr"
"123","Jamie Feick","C","26","NJN","6","0","149","2.8","8.1","0.348","0","0","0","2.8","8.1","0.348","2.1","4.2","0.5","4.2","15.4","19.6","1.8","2.8","1.1","2.5","5.3","7.7","84","97",2001
"124","Danny Ferry","SF","34","SAS","80","29","1688","5.7","11.9","0.475","2.2","5","0.449","3.4","7","0.493","0.7","1","0.733","1.7","5.3","7.1","2.3","0.9","0.7","1.6","5.4","14.2","112","102",2001
"125","Michael Finley","SF","27","DAL","82","82","3443","10.6","23.2","0.458","1.4","3.9","0.346","9.3","19.3","0.481","3.8","4.9","0.775","1.6","4.7","6.4","5.4","1.8","0.5","2.8","2.6","26.4","105","105",2001
"126","Derek Fisher","PG","26","LAL","20","20","709","5.7","13.8","0.412","1.8","4.6","0.397","3.8","9.2","0.419","3.7","4.6","0.806","0.4","4","4.4","6.4","2.9","0.1","2.1","3.7","16.9","113","105",2001
"127","Marcus Fizer","PF","22","CHI","72","13","1580","9.5","22","0.43","0.3","1.3","0.256","9.1","20.6","0.442","4","5.5","0.727","2.6","8.1","10.6","2.6","1","0.6","4.2","6","23.2","89","108",2001
"128","Danny Fortson","PF","24","GSW","6","6","203","7.3","12.6","0.58","0","0","0","7.3","12.6","0.58","10.6","13.6","0.778","7.3","17.3","24.6","1.3","0.5","0","2.5","5.5","25.1","134","104",2001
"129","Greg Foster","C","32","LAL","62","8","451","6.5","15.4","0.421","0.3","1","0.333","6.1","14.4","0.427","1.2","1.6","0.714","3.4","9.6","13","3.7","1","1.4","2.9","8.8","14.5","94","104",2001
"130","Jeff Foster","C","24","IND","71","9","1152","4.7","9.9","0.469","0.1","0.3","0.286","4.6","9.6","0.476","2.2","4.2","0.516","6.7","11.4","18.1","1.5","1.8","1.3","2.4","7.1","11.6","103","98",2001
"131","Rick Fox","SF","31","LAL","82","77","2291","6.6","14.8","0.444","2.7","6.9","0.393","3.9","7.9","0.488","2.2","2.8","0.779","1.8","5.6","7.4","6","1.6","0.7","3.1","5.1","18","110","106",2001
"132","Adonal Foyle","C","25","GSW","58","37","1457","5.5","13.1","0.416","0","0","0","5.5","13.1","0.416","1.1","2.4","0.441","5.5","8.7","14.2","1.7","1.1","5.5","2.8","4.8","12","89","103",2001
"133","Steve Francis","PG","23","HOU","80","79","3194","9.1","20.3","0.451","2.2","5.6","0.396","6.9","14.7","0.472","6","7.3","0.817","3.2","6","9.2","8.6","2.3","0.5","4.4","4.6","26.4","113","104",2001
"134","Todd Fuller","C","26","MIA","10","0","77","7.2","25.1","0.286","0","0","0","7.2","25.1","0.286","5.7","5.7","1","5","7.9","12.9","0.7","2.1","1.4","2.1","7.2","20","83","96",2001
"135","Lawrence Funderburke","PF","30","SAC","59","2","698","8.7","17.6","0.496","0","0","0","8.7","17.6","0.496","3.5","5.6","0.623","5.4","8.9","14.3","1.2","0.7","0.9","2.3","3.2","21","107","101",2001
"136","Rubén Garcés","PF","27","TOT","13","0","73","4.9","15.5","0.318","0","0","0","4.9","15.5","0.318","1.4","5.6","0.25","11.3","9.2","20.4","3.5","2.1","1.4","3.5","9.9","11.3","82","97",2001
"137","Chris Garner","PG","25","GSW","8","0","149","2.4","12.7","0.189","0","2.4","0","2.4","10.3","0.233","1.7","2.1","0.833","0.7","3.4","4.1","6.2","2.4","0.3","3.1","6.2","6.5","62","109",2001
"138","Kevin Garnett*","PF","24","MIN","81","81","3202","11.5","24.1","0.477","0.3","1.1","0.288","11.2","23","0.486","5.8","7.6","0.764","3.6","11.5","15","6.5","1.8","2.4","3.8","3.3","29.1","108","99",2001
"139","Dean Garrett","C","34","MIN","70","21","831","4.7","9.8","0.481","0","0","0","4.7","9.8","0.481","1.7","2.5","0.692","4.1","9.6","13.6","1.5","1.6","3.1","1.6","5.8","11.1","107","100",2001
"140","Pat Garrity","SF","24","ORL","76","1","1579","7.3","18.8","0.387","3.2","7.3","0.433","4.1","11.5","0.358","2.8","3.2","0.867","1.7","5.2","6.9","1.7","1.3","0.5","2.2","7.9","20.5","101","104",2001
"141","Chris Gatling","PF","33","CLE","74","6","1670","10.4","23.1","0.449","0.9","2.9","0.304","9.5","20.2","0.47","4.9","7.2","0.684","3.1","9.2","12.3","1.9","1.6","0.9","3.8","5.8","26.5","98","104",2001
"142","Matt Geiger","C","31","PHI","35","4","542","8.6","21.9","0.393","0","0.2","0","8.6","21.7","0.396","3.6","5.3","0.685","4.9","8.7","13.6","1.4","1.2","0.8","2.4","7.1","20.8","94","99",2001
"143","Devean George","SF","23","LAL","59","1","593","5.6","18.3","0.309","1.3","6","0.221","4.3","12.3","0.353","3.4","4.9","0.709","3.1","6.6","9.7","1.7","1.3","1.3","3","7.7","16.1","85","105",2001
"144","Eddie Gill","PG","22","NJN","8","0","152","5.5","14.1","0.39","1","3.1","0.333","4.5","11","0.406","1.4","1.7","0.8","0","3.1","3.1","8.3","1.4","0.3","3.4","3.1","13.4","91","109",2001
"145","Kendall Gill","SG","32","NJN","31","26","892","6.3","18.9","0.331","0.2","0.8","0.286","6","18.1","0.333","3.8","5.3","0.722","1.9","5.8","7.7","5.1","2.8","0.4","2.8","3.8","16.6","85","105",2001
"146","Dion Glover","SG","22","ATL","57","7","929","7.9","18.9","0.42","0.5","2.6","0.196","7.4","16.3","0.455","2.6","3.9","0.681","2.2","5.2","7.4","3.9","2.8","0.6","3","5.2","19","94","104",2001
"147","Anthony Goldwire","PG","29","DEN","20","0","201","7.7","20.6","0.375","2.3","8.8","0.265","5.4","11.9","0.457","3.4","4.4","0.765","0.3","2.8","3.1","8.8","2.3","0","3.9","3.4","21.1","96","109",2001
"148","Steve Goodrich","PF","24","CHI","12","0","133","2.8","7.3","0.389","0.4","1.2","0.333","2.4","6.1","0.4","1.6","2.8","0.571","2.8","5.7","8.5","2.4","0.8","0.4","3.2","5.7","7.7","82","110",2001
"149","Brian Grant","C","28","MIA","82","79","2771","9.6","20.1","0.479","0","0","0","9.6","20.1","0.48","5.6","7","0.797","4.3","10","14.3","2","1.2","1.4","3.4","5.8","24.9","104","97",2001
"150","Gary Grant","PG","35","POR","4","0","17","15.8","22.2","0.714","0","0","0","15.8","22.2","0.714","0","0","0","0","0","0","3.2","0","0","0","3.2","31.7","142","112",2001
"151","Horace Grant","PF","35","LAL","77","77","2390","5.8","12.5","0.462","0","0.1","0","5.8","12.4","0.465","2.9","3.7","0.775","4.8","7.1","11.9","2.6","1.1","1.3","1.1","4","14.4","119","106",2001
"152","A.C. Green","PF","37","MIA","82","1","1411","5.6","12.7","0.444","0","0.2","0","5.6","12.4","0.453","3.1","4.3","0.712","4.2","8","12.2","1.5","1.2","0.3","1.8","4.6","14.3","104","99",2001
"153","Adrian Griffin","SF","26","BOS","44","0","377","4.5","13.3","0.34","1.2","3.6","0.346","3.3","9.8","0.338","2.5","3.3","0.75","3.7","8.3","12","3.7","2.5","0.7","2.5","6.2","12.8","94","102",2001
"154","Tom Gugliotta","PF","31","PHO","57","2","1159","6.6","16.9","0.392","0.1","0.5","0.25","6.5","16.4","0.397","2.7","3.4","0.792","3.4","8","11.3","2.4","2.1","0.9","2.3","4.9","16.1","93","97",2001
"155","A.J. Guyton","PG","22","CHI","33","8","630","6.7","16.4","0.406","2.3","5.9","0.391","4.4","10.5","0.415","1.3","1.5","0.833","0.9","2.2","3.1","5.5","0.8","0.4","2","3","16.9","101","113",2001
"156","Darvin Ham","SF","27","MIL","29","13","540","3.8","7.7","0.488","0.2","0.3","0.667","3.6","7.4","0.481","2.8","4.7","0.592","5.4","6.3","11.7","2.4","1.6","2","3.2","8.2","10.5","104","104",2001
"157","Richard Hamilton","SF","22","WAS","78","42","2519","11.2","25.7","0.438","0.8","3","0.274","10.4","22.7","0.46","5.7","6.6","0.868","1.5","3.4","4.9","4.6","1.5","0.2","4.1","4.2","29","100","111",2001
"158","Zendon Hamilton","C","25","LAC","3","0","19","5.6","25.4","0.222","0","0","0","5.6","25.4","0.222","14.1","22.5","0.625","8.5","14.1","22.5","0","0","0","5.6","11.3","25.4","79","103",2001
"159","Tom Hammonds","PF","33","MIN","7","0","30","5.2","17.4","0.3","0","0","0","5.2","17.4","0.3","1.7","3.5","0.5","3.5","3.5","7","1.7","0","0","5.2","13.9","12.2","64","110",2001
"160","Anfernee Hardaway","SG","29","PHO","4","4","112","6.9","16.6","0.417","0.9","3.7","0.25","6","12.9","0.464","3.2","5.1","0.636","2.3","6","8.3","6.9","2.8","0.5","1.4","2.8","17.9","109","98",2001
"161","Tim Hardaway","PG","34","MIA","77","77","2613","8.6","22","0.392","4","10.9","0.366","4.6","11.1","0.417","3.1","3.8","0.801","0.5","3.8","4.3","10.2","1.9","0.1","4","3.3","24.3","102","101",2001
"162","Ron Harper","PG","37","LAL","47","46","1139","5.8","12.4","0.469","0.9","3.3","0.264","5","9.1","0.543","1.6","2.2","0.708","2.1","5.5","7.6","5.2","1.8","1.1","2.8","3.2","14.1","104","105",2001
"163","Matt Harpring","SG","24","CLE","56","55","1615","7.8","17.1","0.454","0.4","1.7","0.25","7.3","15.4","0.477","4.4","5.4","0.812","2.9","5","7.9","3.3","1.4","0.6","2.9","5.2","20.3","104","107",2001
"164","Al Harrington","PF","20","IND","78","38","1892","6.8","15.4","0.444","0","0.2","0.143","6.8","15.2","0.448","2.9","4.5","0.656","3.4","7.4","10.8","3.7","1.8","0.5","4.2","6.3","16.6","91","102",2001
"165","Othella Harrington","C","27","TOT","74","45","1815","7.2","14.9","0.487","0","0.1","0","7.2","14.8","0.49","5","6.6","0.763","4.1","7.3","11.4","1.6","1","1.3","4.3","7","19.5","98","104",2001
"166","Lucious Harris","SG","30","NJN","73","50","2071","6.7","15.7","0.425","1.2","3.3","0.348","5.5","12.4","0.445","2.7","3.5","0.77","1.8","5.5","7.3","3.4","1.9","0.4","1.6","3.2","17.2","104","107",2001
"167","Jason Hart","PG","22","MIL","1","0","10","5.2","5.2","1","0","0","0","5.2","5.2","1","0","0","0","0","0","0","5.2","0","0","10.4","0","10.4","64","114",2001
"168","Antonio Harvey","PF","30","POR","12","0","72","9.7","20.9","0.464","0","0","0","9.7","20.9","0.464","3.7","4.5","0.833","3.7","6.7","10.5","3","0.7","4.5","2.2","7.5","23.2","106","101",2001
"169","Donnell Harvey","PF","20","DAL","18","0","65","6.3","11.1","0.571","0","0","0","6.3","11.1","0.571","4.8","12.7","0.375","4.8","11.1","15.8","1.6","2.4","0.8","5.5","11.9","17.4","88","98",2001
"170","Hersey Hawkins","SG","34","CHH","59","0","681","4.4","10.8","0.409","1.3","3.6","0.37","3.1","7.2","0.429","4.3","5","0.857","1.3","5","6.3","5.7","2.6","0.7","1.5","3.5","14.4","120","100",2001
"171","Michael Hawkins","PG","28","CLE","10","0","76","2.1","6.2","0.333","1.4","2.8","0.5","0.7","3.5","0.2","0","0","0","1.4","2.1","3.5","9","1.4","0","4.2","9","5.5","85","110",2001
"172","Alan Henderson","PF","28","ATL","73","42","1810","8.6","19.4","0.444","0","0","0","8.6","19.3","0.445","5","7.8","0.638","5.2","6.5","11.7","1.4","1.5","0.8","3.6","4.7","22.2","97","105",2001
"173","Cedric Henderson","SF","25","CLE","55","10","961","5.6","14.3","0.389","0.1","0.4","0.125","5.5","13.9","0.398","1.6","2.5","0.652","1","3.9","4.9","4.3","1.6","1.3","3.5","5.5","12.9","82","107",2001
"174","Chris Herren","PG","25","BOS","25","7","408","3.7","12.2","0.302","2","7","0.291","1.7","5.2","0.317","1.1","1.5","0.75","0.5","2.2","2.7","7.1","1.8","0","2.5","5.5","10.5","90","108",2001
"175","Grant Hill*","SF","28","ORL","4","4","133","7.4","16.7","0.442","0.4","0.4","1","7","16.3","0.429","6.2","10.1","0.615","3.1","6.6","9.7","9.7","1.9","0.8","4.3","3.5","21.3","105","102",2001
"176","Tyrone Hill","PF","32","PHI","76","75","2363","6.2","13.2","0.474","0","0","0","6.2","13.1","0.474","3.9","6.1","0.63","5.4","10","15.4","1.1","0.8","0.6","2.8","5.4","16.3","103","99",2001
"177","Fred Hoiberg","SG","28","CHI","74","37","2247","5.2","11.8","0.438","2.5","6","0.412","2.7","5.9","0.465","3.3","3.8","0.866","0.5","6.9","7.4","6.3","2.3","0.3","1.8","3.7","16.1","119","107",2001
"178","Robert Horry","PF","30","LAL","79","1","1587","4.8","12.5","0.387","1.8","5.1","0.346","3.1","7.4","0.415","1.9","2.7","0.711","3.1","6.7","9.8","4.2","1.8","1.8","2.6","6.9","13.4","103","104",2001
"179","Eddie House","PG","22","MIA","50","0","550","10.4","24.8","0.421","1.9","5.5","0.345","8.5","19.2","0.443","2.4","3.5","0.686","0.5","3.7","4.2","5.2","1.3","0","3.5","5.8","25.2","92","102",2001
"180","Allan Houston","SG","29","NYK","78","78","2858","10.5","23.4","0.449","1.9","4.9","0.381","8.6","18.5","0.467","5.4","5.9","0.909","0.4","5.1","5.5","3.4","1","0.2","3.1","3.7","28.3","104","102",2001
"181","Juwan Howard","PF","27","TOT","81","81","2974","10.1","21.2","0.479","0","0.1","0","10.1","21.1","0.48","5.1","6.7","0.773","3","7","9.9","3.9","1.3","0.6","4.2","5.1","25.4","101","107",2001
"182","Troy Hudson","PG","24","ORL","75","7","1008","6.4","19","0.336","1.1","5.6","0.202","5.3","13.4","0.392","4.3","5.3","0.817","1.9","3.4","5.4","8.3","1.9","0.2","4.7","4.2","18.2","90","105",2001
"183","Larry Hughes","SG","22","GSW","50","45","1846","8.5","22.2","0.383","0.4","2.1","0.187","8.1","20.2","0.403","5.3","7","0.766","2.1","5.5","7.6","6.2","2.7","0.8","4.2","4.1","22.7","93","107",2001
"184","Lindsey Hunter","PG","30","MIL","82","5","2002","7.8","20.4","0.381","4","10.6","0.373","3.8","9.8","0.388","2","2.5","0.802","0.8","3.6","4.4","5.8","2.7","0.3","1.8","4.5","21.5","108","106",2001
"185","Zydrunas Ilgauskas","C","25","CLE","24","24","616","9.7","20","0.487","0","0.2","0","9.7","19.8","0.491","4.5","6.7","0.679","5.6","8.1","13.7","1.5","1.3","3.2","5.1","6.7","24","96","103",2001
"186","Allen Iverson*","SG","25","PHI","71","71","2979","13.6","32.2","0.42","1.7","5.4","0.32","11.8","26.8","0.441","10.4","12.8","0.814","0.9","4","4.9","5.8","3.2","0.4","4.2","2.6","39.3","106","99",2001
"187","Bobby Jackson","PG","27","SAC","79","7","1648","7.1","16.2","0.439","1.2","3.2","0.375","5.9","13","0.455","2","2.7","0.739","2.3","5.3","7.6","5","2.7","0.2","3.2","4.3","17.5","99","100",2001
"188","Jaren Jackson","SG","33","SAS","16","0","114","7.5","18.8","0.4","3.3","8.5","0.389","4.2","10.3","0.409","0","0.9","0","0.5","5.2","5.6","3.3","2.4","0","1.4","6.1","18.3","98","99",2001
"189","Jim Jackson","SF","30","TOT","56","40","1690","7.4","19.6","0.378","0.8","2.5","0.325","6.6","17.1","0.386","4.3","5.2","0.822","1.6","5.3","7","5.1","1.6","0.3","4","4.3","20","91","107",2001
"190","Marc Jackson","C","26","GSW","48","35","1410","8.6","18.4","0.467","0.2","0.8","0.217","8.4","17.5","0.478","5.6","6.9","0.802","4.3","8.8","13.1","2.1","1.2","1","3.4","5","22.9","105","107",2001
"191","Mark Jackson","PG","35","TOT","83","82","2588","5","12.1","0.419","1.4","4.3","0.338","3.6","7.8","0.463","1.5","1.9","0.785","1.3","5","6.3","13.7","1.7","0.1","3.6","2.9","13.1","108","104",2001
"192","Stephen Jackson","SF","22","NJN","77","40","1660","7.7","18","0.425","1.6","4.9","0.335","6","13.1","0.458","3.1","4.3","0.719","1.3","5.3","6.5","4.4","2.7","0.4","4.1","5.2","20","93","105",2001
"193","Sam Jacobson","PG","25","MIN","14","0","59","8","15.9","0.5","0","0","0","8","15.9","0.5","1.8","2.7","0.667","2.7","2.7","5.3","3.5","2.7","0","0","16.8","17.7","120","105",2001
"194","Tim James","SF","24","CHH","30","0","197","4.4","14.2","0.308","0.3","0.8","0.333","4.1","13.4","0.306","3.3","3.8","0.857","4.1","5.4","9.5","2.2","0.5","1.4","2.2","7.4","12.3","89","103",2001
"195","Antawn Jamison","SF","24","GSW","82","82","3394","12","27.2","0.442","0.9","3.1","0.302","11.1","24.2","0.459","5.7","8","0.715","4.2","6.5","10.7","2.5","1.7","0.4","3","3.4","30.7","104","108",2001
"196","Anthony Johnson","PG","26","TOT","53","0","511","5.4","15.6","0.349","0.1","0.5","0.2","5.3","15.1","0.354","2.4","3.4","0.697","1","3.5","4.5","8","2.4","0.6","3.5","6.4","13.3","86","106",2001
"197","Avery Johnson","PG","35","SAS","55","20","1290","5.6","12.5","0.447","0","0.2","0.167","5.5","12.2","0.452","1.7","2.5","0.683","0.9","2.7","3.5","9.8","1.4","0.2","2.5","3.7","12.9","105","103",2001
"198","DerMarr Johnson","SF","20","ATL","78","21","1313","5.8","15.5","0.374","1.6","5","0.323","4.2","10.5","0.399","2.5","3.5","0.736","2.2","4.9","7.1","2.5","1.7","1.2","3.7","5.3","15.8","88","106",2001
"199","Ervin Johnson","C","33","MIL","82","19","1981","2.8","5.2","0.545","0","0","0","2.8","5.2","0.545","1.3","2.4","0.538","5.4","10.7","16.1","1.1","1.2","2.6","1.2","6.8","7","122","101",2001
"200","Larry Johnson","PF","31","NYK","65","65","2105","6.5","15.7","0.411","1.3","4.3","0.313","5.1","11.4","0.448","2.7","3.4","0.797","2.4","7.2","9.5","3.3","1","0.8","2.6","5.5","17","99","99",2001
"201","Damon Jones","PG","24","VAN","71","10","1415","6.3","15.4","0.409","3.1","8.5","0.364","3.2","6.8","0.465","1.4","1.9","0.712","0.6","4","4.6","8.3","1.3","0","2.8","2.1","17.1","104","109",2001
"202","Eddie Jones","SG","29","MIA","63","58","2282","9.4","21","0.445","2.2","5.7","0.378","7.2","15.3","0.471","5.5","6.5","0.844","1.8","5.2","7.1","4.1","2.7","1.4","3.3","4.4","26.4","106","97",2001
"203","Jumaine Jones","SF","21","PHI","65","0","866","7.5","16.8","0.444","1.2","3.7","0.333","6.2","13.2","0.474","2.4","3.2","0.755","3.9","7.7","11.6","2","1.8","0.9","2.4","4.2","18.6","104","99",2001
"204","Popeye Jones","PF","30","WAS","45","1","638","4.9","12.4","0.392","0.1","0.5","0.167","4.8","11.9","0.401","3.3","4.5","0.745","6.7","11.1","17.9","2.5","1.5","0.6","1.7","7.7","13.2","108","105",2001
"205","Garth Joseph","C","27","TOT","4","0","16","3.3","16.3","0.2","0","0","0","3.3","16.3","0.2","0","6.5","0","6.5","0","6.5","3.3","0","3.3","6.5","3.3","6.5","45","111",2001
"206","Adam Keefe","PF","30","GSW","67","13","836","3.9","9.7","0.403","0.1","0.2","0.333","3.8","9.5","0.404","2.4","3.8","0.619","5.5","7.3","12.8","2.2","1.7","1.2","2.4","6.2","10.3","96","107",2001
"207","Shawn Kemp","PF","31","POR","68","3","1083","8.4","20.5","0.407","0.2","0.5","0.364","8.2","20","0.408","5","6.5","0.771","3.1","9.7","12.9","3.2","2.2","1.1","4.9","9.1","21.9","90","99",2001
"208","Steve Kerr","PG","35","SAS","55","1","650","5.5","13.1","0.421","2.7","6.3","0.429","2.8","6.8","0.415","1.2","1.2","0.933","0.5","2.4","2.9","4.7","1.3","0.1","1.7","2.5","14.9","110","104",2001
"209","Jerome Kersey","SF","38","MIL","22","2","243","6.9","14.8","0.464","0","0.2","0","6.9","14.6","0.471","1.7","3.4","0.5","1.7","7.9","9.6","3.2","3","1.7","1.3","7.7","15.4","102","100",2001
"210","Lari Ketner","PF","23","IND","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.7","0","0","15.3","0","0","21","112",2001
"211","Jason Kidd*","PG","27","PHO","77","76","3065","7.6","18.4","0.411","1.2","3.9","0.297","6.4","14.5","0.442","5.5","6.8","0.814","1.5","6.8","8.3","12.7","2.8","0.4","4.8","2.9","21.8","104","97",2001
"212","Gerard King","SF","28","WAS","45","3","706","6.6","12.9","0.511","0","0","0","6.6","12.9","0.511","2.6","3.3","0.8","2.9","6.6","9.5","2.3","1","0.8","3.4","6.9","15.8","100","109",2001
"213","Brevin Knight","PG","25","TOT","53","43","1457","5","13.3","0.375","0","0.4","0.1","4.9","12.9","0.382","1.9","2.4","0.818","0.8","5.2","6","11.1","3.6","0.1","3.3","5.6","11.9","95","102",2001
"214","Travis Knight","C","26","NYK","45","0","256","2.2","11.5","0.189","0","0.2","0","2.2","11.2","0.192","1.9","3.9","0.5","4.1","7.4","11.5","1.1","1.1","2.4","2.2","10.2","6.3","63","97",2001
"215","Toni Kukoc","SF","32","TOT","65","19","1597","9.1","19.2","0.473","2.3","5.2","0.446","6.8","14","0.482","3.3","5.3","0.631","2.2","6.4","8.5","6.6","1.6","0.4","3.7","3.2","23.8","108","103",2001
"216","Christian Laettner","C-PF","31","TOT","78","48","1663","8.6","17.1","0.503","0.1","0.4","0.308","8.5","16.7","0.507","5.3","6.3","0.833","3.7","7.7","11.3","3.8","2.2","1.4","4.3","7.5","22.6","106","102",2001
"217","Raef LaFrentz","C","24","DEN","78","74","2457","8.2","17.1","0.477","1.1","2.9","0.367","7.1","14.2","0.499","3.9","5.5","0.698","3.6","9.2","12.8","2.3","0.8","4.3","2","6.1","21.3","110","103",2001
"218","Trajan Langdon","SG","24","CLE","65","5","1116","6.4","14.8","0.431","2.4","5.8","0.411","4","8.9","0.444","3.2","3.6","0.895","0.6","3.6","4.2","3.8","1.8","0.4","2.5","5.4","18.3","109","108",2001
"219","Dan Langhi","SF","23","HOU","33","0","241","8.2","21.8","0.374","0","0.2","0","8.2","21.6","0.378","3.5","6.4","0.552","2.9","6.2","9","0.9","1.5","0.2","1.8","3.5","19.8","87","106",2001
"220","Voshon Lenard","SG","27","DEN","80","58","2331","7.5","18.8","0.397","3.3","8.5","0.385","4.2","10.3","0.407","3.4","4.3","0.797","1","4.1","5.1","4.2","1.4","0.4","2.3","3.8","21.6","105","109",2001
"221","Quincy Lewis","SF","23","UTA","35","2","402","6.7","16.4","0.407","1.2","3.3","0.36","5.5","13","0.418","2","2.8","0.714","1.9","4.4","6.3","2.4","1.3","1.3","2.3","10.4","16.5","95","105",2001
"222","Rashard Lewis","PF","21","SEA","78","78","2720","8.2","17.1","0.48","2.4","5.5","0.432","5.8","11.6","0.503","3.4","4.1","0.826","2.8","7.7","10.4","2.4","1.8","0.9","2.5","3.7","22.2","114","105",2001
"223","Randy Livingston","PG","25","GSW","2","0","7","0","14.6","0","0","7.3","0","0","7.3","0","0","0","0","0","7.3","7.3","7.3","0","0","0","0","0","28","112",2001
"224","Art Long","SF","28","SAC","9","0","20","0","10.2","0","0","0","0","0","10.2","0","0","5.1","0","5.1","15.3","20.3","2.5","0","7.6","5.1","12.7","0","27","91",2001
"225","Grant Long","PF","34","VAN","66","27","1507","4.9","11.1","0.439","0.1","0.5","0.267","4.7","10.6","0.447","3.9","5.5","0.713","2.6","6.9","9.5","2.9","2.5","0.5","2.2","5.6","13.8","103","104",2001
"226","Luc Longley","C","32","NYK","25","2","301","3.3","9.9","0.333","0","0","0","3.3","9.9","0.333","2.4","3.1","0.765","4.8","7.4","12.1","1.3","0.6","1.7","4","9.4","9","78","99",2001
"227","Felipe López","SG-PG","26","TOT","70","48","1565","7","15.9","0.441","0.6","1.7","0.365","6.4","14.1","0.451","3.6","5.2","0.699","1.8","5.9","7.8","3.6","2.1","1","2.8","5.2","18.2","100","106",2001
"228","Tyronn Lue","PG","23","LAL","38","1","468","5.6","13.1","0.427","1.2","3.8","0.324","4.4","9.3","0.47","2.1","2.7","0.792","0.6","3","3.6","5","2.1","0","3","6","14.5","99","108",2001
"229","George Lynch","SF","30","PHI","82","80","2649","5.5","12.3","0.445","0.3","1.1","0.263","5.2","11.2","0.463","2.5","3.4","0.719","4","7.8","11.8","2.8","2","0.6","2.2","4.4","13.7","105","99",2001
"230","Todd MacCulloch","C","25","PHI","63","3","597","9.7","16.4","0.589","0","0","0","9.7","16.4","0.589","3.7","5.9","0.636","6.1","8.8","14.9","0.9","0.6","1.7","2.4","8.5","23.1","119","100",2001
"231","Don MacLean","SF","31","MIA","8","1","76","7.3","14.5","0.5","1.5","1.5","1","5.8","13.1","0.444","6.5","8.7","0.75","5.1","8","13.1","2.9","3.6","0.7","7.3","6.5","22.5","97","94",2001
"232","Mark Madsen","PF","25","LAL","70","3","641","4.5","9.2","0.487","0.1","0.1","1","4.4","9.1","0.482","2.1","3","0.703","6","6.4","12.4","2","0.7","0.7","2.2","9.1","11.2","112","107",2001
"233","Corey Maggette","SF","21","LAC","69","9","1359","8.9","19.2","0.462","0.7","2.2","0.304","8.2","17","0.483","8.8","11.3","0.774","3.5","8","11.5","3.2","1.4","0.4","4.2","5.5","27.2","108","105",2001
"234","Jamaal Magloire","C","22","CHH","74","0","1095","6","13.3","0.45","0","0.1","0","6","13.2","0.454","4.7","7.1","0.655","5","9.4","14.5","1.3","0.9","3.8","3","6.8","16.6","100","97",2001
"235","Dan Majerle","SG","35","MIA","53","19","1306","3.7","10.9","0.336","2.4","7.6","0.315","1.3","3.3","0.385","1.5","1.9","0.818","0.8","6.2","7","3.7","2.2","0.6","1.5","4.1","11.3","100","98",2001
"236","Karl Malone*","PF","37","UTA","81","81","2895","12.4","24.8","0.498","0","0.1","0.4","12.3","24.8","0.499","9.9","12.5","0.793","2.1","10.3","12.4","6.7","1.7","1.1","4.5","4","34.7","112","100",2001
"237","Matt Maloney","PG","29","ATL","55","27","1403","5.4","12.9","0.42","1.9","5.3","0.359","3.5","7.7","0.461","1","1.3","0.765","0.5","3.8","4.4","5.7","2.1","0.2","2.6","3.5","13.7","100","107",2001
"238","Danny Manning","PF","34","UTA","82","0","1305","10.1","20.5","0.494","0.3","1.1","0.25","9.8","19.3","0.508","4.2","5.7","0.729","2.7","6.1","8.8","3.8","1.9","1.2","3.9","9","24.7","101","102",2001
"239","Stephon Marbury","PG","23","NJN","67","67","2557","11.5","26.1","0.441","2.2","6.8","0.328","9.3","19.3","0.481","7.4","9.4","0.79","1.1","3.1","4.2","10.3","1.6","0.1","4","3.1","32.7","110","109",2001
"240","Shawn Marion","SF","22","PHO","79","79","2857","10","20.9","0.48","0.4","1.5","0.256","9.7","19.4","0.497","4.2","5.2","0.81","4","11.3","15.3","2.9","2.4","1.9","2.3","3.8","24.7","109","93",2001
"241","Donyell Marshall","SF","27","UTA","81","49","2326","9.8","19.5","0.503","0.9","2.9","0.32","8.9","16.6","0.535","4.7","6.3","0.751","4","9.1","13","3.1","2","1.8","2.9","4.5","25.3","112","100",2001
"242","Darrick Martin","PG","29","SAC","31","0","176","8.4","22","0.382","4","7.8","0.519","4.3","14.2","0.306","9","10.1","0.886","0.6","4","4.6","4","2","0","2.9","7.8","29.8","113","103",2001
"243","Kenyon Martin","PF","23","NJN","68","68","2272","8","17.9","0.445","0","0.3","0.091","7.9","17.6","0.45","2.8","4.4","0.63","3.2","8.4","11.5","3","1.8","2.6","3.2","6.5","18.7","93","102",2001
"244","Jamal Mashburn","SF","28","CHH","76","76","2989","10.3","24.9","0.413","1.8","5.2","0.356","8.4","19.7","0.428","5","6.5","0.766","1.7","8.7","10.3","7.4","1.5","0.2","3.8","3.3","27.4","101","100",2001
"245","Anthony Mason","PF","34","MIA","80","80","3254","7.8","16.2","0.482","0","0","0","7.8","16.2","0.482","6.3","8","0.781","2.9","10.2","13","4.2","1.4","0.4","3","3.9","21.9","109","98",2001
