"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","W","Yr"
"1","Ray Allen*","SG","37","MIA","23","0","24.9","3.2","7.5","0.43","1.7","4.2","0.406","1.5","3.3","0.461","0.544","2","2.3","0.87","0.6","2.2","2.8","1.3","0.5","0.1","1.2","1.8","10.2","16",2013
"2","Tony Allen","SG","31","MEM","15","15","28.1","3.6","8.3","0.432","0.1","0.5","0.25","3.5","7.8","0.444","0.44","2.9","3.9","0.759","2.5","3.6","6.1","1.8","2","0.3","1.3","3.2","10.3","8",2013
"3","Chris Andersen","C","34","MIA","20","0","15.2","2.3","2.9","0.807","0","0","0","2.3","2.9","0.807","0.807","1.8","2.5","0.735","1.6","2.2","3.8","0.2","0.5","1.1","0.6","2.7","6.4","16",2013
"4","James Anderson","SG","23","HOU","2","0","9","0.5","2.5","0.2","0","1.5","0","0.5","1","0.5","0.2","0","0","0","0.5","1.5","2","0","0","0","0","1","1","2",2013
"5","Carmelo Anthony","PF","28","NYK","12","12","40.1","10.5","25.8","0.406","1.4","4.8","0.298","9.1","21.1","0.431","0.434","6.4","7.3","0.885","0.9","5.7","6.6","1.6","1.1","0.2","2.6","3.8","28.8","6",2013
"6","Joel Anthony","C","30","MIA","14","0","5.1","0.2","0.7","0.3","0","0","0","0.2","0.7","0.3","0.3","0","0","0","0.7","0.8","1.5","0","0.1","0.3","0.2","0.9","0.4","16",2013
"7","Darrell Arthur","PF","24","MEM","15","0","11.7","1.7","3.5","0.472","0","0.1","0","1.7","3.4","0.49","0.472","0.5","0.6","0.889","0.9","1.6","2.5","0.4","0.1","0.3","0.5","2.4","3.9","8",2013
"8","Ömer Asik","C","26","HOU","6","6","34.7","3.7","6.5","0.564","0","0","0","3.7","6.5","0.564","0.564","5","7.8","0.638","3.5","7.7","11.2","0.5","0.5","1.7","2","3.7","12.3","2",2013
"9","D.J. Augustin","PG","25","IND","19","1","16.6","1.4","3.7","0.38","1","2.5","0.396","0.4","1.2","0.348","0.514","1.3","1.6","0.806","0.1","0.7","0.8","0.7","0.4","0","0.5","1.4","5.2","11",2013
"10","Gustavo Ayón","C","27","MIL","3","0","2.3","0.7","1.3","0.5","0","0","0","0.7","1.3","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","1.3","0",2013
"11","Jeff Ayres","PF","25","IND","9","0","7.9","0.9","2.7","0.333","0","0.1","0","0.9","2.6","0.348","0.333","0","0","0","0.4","1.6","2","0.1","0","0.2","0.3","1.6","1.8","11",2013
"12","Harrison Barnes","SF","20","GSW","12","12","38.4","6","13.5","0.444","1.6","4.3","0.365","4.4","9.2","0.482","0.503","2.5","2.9","0.857","1.5","4.9","6.4","1.3","0.6","0.4","1.3","2.8","16.1","6",2013
"13","Matt Barnes","SF","32","LAC","6","0","27","4","7.3","0.545","1.2","2.8","0.412","2.8","4.5","0.63","0.625","2.7","3.2","0.842","1.2","3.8","5","0.5","0.7","0.3","0.8","3.8","11.8","2",2013
"14","Brandon Bass","PF","27","BOS","6","5","34","2.3","4.8","0.483","0","0","0","2.3","4.8","0.483","0.483","2","2.5","0.8","1.3","5.3","6.7","1.2","0.3","0.2","0.8","2.8","6.7","2",2013
"15","Shane Battier","SF","34","MIA","22","0","17.8","1.2","4.2","0.29","1.2","4","0.295","0","0.2","0.2","0.43","1","1.3","0.821","0.4","1.3","1.7","0.5","0.2","0.3","0.2","2.2","4.7","16",2013
"16","Jerryd Bayless","PG","24","MEM","15","0","21.3","3.3","9.1","0.358","1.2","3.9","0.305","2.1","5.2","0.397","0.423","1.5","1.7","0.885","0.1","1.9","2","2.1","0.5","0.3","1.1","2.3","9.3","8",2013
"17","Aron Baynes","C","26","SAS","4","1","5.8","1","1.8","0.571","0","0","0","1","1.8","0.571","0.571","0","0","0","0.5","0.8","1.3","0","0","0","0.3","1","2","15",2013
"18","Kent Bazemore","SG","23","GSW","9","0","1.8","0.1","0.9","0.125","0","0.1","0","0.1","0.8","0.143","0.125","0","0.4","0","0.1","0.4","0.6","0.2","0.1","0","0.2","0.3","0.2","6",2013
"19","Marco Belinelli","SG","26","CHI","12","7","27.1","3.7","8.9","0.411","1.3","3.9","0.34","2.3","5","0.467","0.486","2.4","2.8","0.879","0","2.9","2.9","2.6","0.4","0","1.3","2.2","11.1","5",2013
"20","Patrick Beverley","PG","24","HOU","6","5","33.3","4.7","10.8","0.431","1.3","4","0.333","3.3","6.8","0.488","0.492","1.2","1.2","1","1.8","3.7","5.5","2.8","1.2","0.7","1","4","11.8","2",2013
"22","Andris Biedrinš","C","26","GSW","3","0","5.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7","1.7","2.3","0.3","0","0.7","0.3","2","0","6",2013
"23","Chauncey Billups","SG","36","LAC","6","6","19.2","1.8","6","0.306","1","2.8","0.353","0.8","3.2","0.263","0.389","1.5","1.8","0.818","0.3","1.7","2","1","0.2","0.2","1.3","1.7","6.2","2",2013
"24","DeJuan Blair","PF","23","SAS","12","0","6.3","1.8","2.8","0.618","0","0","0","1.8","2.8","0.618","0.618","0.4","0.8","0.556","0.5","1.5","2","0.6","0.4","0.1","0.1","1.2","3.9","15",2013
"25","Steve Blake","PG","32","LAL","2","2","37.5","5.5","14","0.393","2.5","6","0.417","3","8","0.375","0.482","0.5","0.5","1","0","4","4","2.5","2","1.5","2","4","14","0",2013
"26","Andray Blatche","C","26","BRK","7","0","19.7","4.1","8.3","0.5","0","0","0","4.1","8.3","0.5","0.5","2","2.4","0.824","1.4","3.4","4.9","1.3","0.3","0.4","0.7","2","10.3","3",2013
"27","Eric Bledsoe","PG","23","LAC","6","0","16.2","2.5","5","0.5","0.2","1.5","0.111","2.3","3.5","0.667","0.517","1.3","2","0.667","0.3","2.2","2.5","3","0.3","0.5","0.8","1.7","6.5","2",2013
