"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"1","Alaa Abdelnaby","PF","22","POR","43","290","13.1","0.499","0","0.379","10.4","23.4","17","5.8","0.7","2.5","14","22.1","0","0.5","0.5","0.079","-3.4","-1.2","-4.6","-0.2",1991
"2","Mahmoud Abdul-Rauf","PG","21","DEN","67","1505","12.2","0.448","0.099","0.097","1.9","6","3.8","19.2","1.5","0.1","9.5","27.2","-0.7","-0.3","-1","-0.031","-2","-3","-5","-1.1",1991
"3","Mark Acres","C","28","ORL","68","1313","9.2","0.551","0.014","0.472","11.3","18.7","14.9","2.5","0.9","1.1","14","9.3","1.4","1.1","2.5","0.09","-2.8","-0.2","-3","-0.3",1991
"4","Michael Adams","PG","28","DEN","66","2346","22.3","0.53","0.397","0.372","2.1","8.8","5.2","39.4","2.6","0.1","12.7","28.5","5.8","0.4","6.3","0.128","6","-0.7","5.3","4.3",1991
"5","Mark Aguirre","SF","31","DET","78","2006","16.7","0.526","0.086","0.349","7.6","13.7","10.7","11.6","1.2","0.6","10.9","25.7","2.8","2.7","5.5","0.132","1.2","0.2","1.4","1.7",1991
"6","Danny Ainge","SG","31","POR","80","1710","17","0.574","0.352","0.193","2.9","10.2","6.6","23.8","1.8","0.5","11.4","20.8","4.1","2.1","6.2","0.175","2.8","0.9","3.7","2.5",1991
"7","Mark Alarie","PF","27","WSB","42","587","11.3","0.496","0.093","0.213","7.6","14.2","10.9","11.2","1.3","0.8","14","20.3","0.1","0.6","0.6","0.05","-3","-0.9","-3.8","-0.3",1991
"8","Steve Alford","PG","26","DAL","34","236","20.5","0.578","0.197","0.265","4.8","6.8","5.8","16.4","1.7","0.3","10.9","27.5","0.5","0.1","0.6","0.121","3.5","-1.4","2.1","0.2",1991
"9","Greg Anderson","PF","26","TOT","68","924","9.1","0.455","0.004","0.426","10","25.9","17.3","2.1","1.7","2.7","20.8","16.3","-1.2","0.9","-0.3","-0.017","-5.1","-1","-6.1","-1",1991
"10","Nick Anderson","SG","23","ORL","70","1971","15.1","0.51","0.068","0.302","4.9","16.7","10.7","8.5","1.8","1.3","10.4","22.4","1.2","1.9","3.1","0.075","0","0.3","0.3","1.1",1991
"11","Ron Anderson","SF","32","PHI","82","2340","15.5","0.524","0.041","0.188","5","12.4","8.8","8.2","1.4","0.3","8.1","23.2","2.3","1.8","4.1","0.085","-0.2","-1.4","-1.6","0.2",1991
"12","Willie Anderson","SG","24","SAS","75","2592","13","0.499","0.035","0.215","3.1","11.5","7.5","20.2","1.5","1.1","13.3","20.1","1.3","3.5","4.8","0.089","-0.9","1","0.1","1.4",1991
"13","Michael Ansley","SF","23","ORL","67","877","16.9","0.594","0","0.483","14.7","16.8","15.7","4.3","1.5","0.5","9.1","16.3","2.3","0.7","3.1","0.168","0.6","-0.8","-0.2","0.4",1991
"14","B.J. Armstrong","PG","23","CHI","82","1731","14.8","0.529","0.047","0.176","1.7","8.3","5.1","23.4","2","0.1","13.6","19.5","2.3","1.8","4.1","0.114","-0.2","-0.3","-0.5","0.7",1991
"15","Vincent Askew","SG","24","GSW","7","85","10.9","0.553","0","0.44","9.1","5.2","7.1","20.1","1.1","0","16.7","16.8","0.1","0","0.2","0.093","-2.2","-1.9","-4.1","0",1991
"16","Keith Askins","SF","23","MIA","39","266","13.5","0.467","0.309","0.309","12.4","16.2","14.3","10.2","2.9","3","10.7","15.8","0.2","0.4","0.6","0.103","-1.1","1","-0.2","0.1",1991
"17","Miloš Babic","PF","22","CLE","12","52","6","0.391","0","0.632","13.4","6.7","10","10.9","1","1.2","17.1","24.6","-0.1","0","-0.1","-0.085","-6.7","-4.2","-11","-0.1",1991
"18","Thurl Bailey","PF","29","UTA","82","2486","12.5","0.513","0.003","0.311","5.1","13.6","9.6","7.7","1.1","2.3","11.6","20","0.6","3.1","3.7","0.072","-1.4","0","-1.4","0.4",1991
"19","Cedric Ball","PF","22","LAC","7","26","10.8","0.45","0","0.25","20.4","25.3","22.8","0","0","4.6","18.4","17","0","0","0","0.054","-5.4","-1.4","-6.8","0",1991
"20","Ken Bannister","PF","30","LAC","47","339","7.8","0.506","0.012","0.802","10.6","20","15.3","3.6","0.7","1.2","18.6","16.1","-0.2","0.4","0.2","0.028","-6.1","-0.8","-6.9","-0.4",1991
"21","Charles Barkley*","SF","27","PHI","67","2498","28.9","0.635","0.133","0.564","11.8","18.6","15.3","20.6","2.2","0.8","12.6","29.1","10.3","3.1","13.4","0.258","8.3","1","9.3","7",1991
